rank,brand,brand_ar,name_en,name_ar,rating,longevity,projection,year,price_ref,keyword_ar,keyword_en
1791,Caron,كارون,Fleur De Rocaille,فلور ريكاي,4.06,3.3,3.1,1934,850,عطر فلور ريكاي,Fleur De Rocaille
1792,Laurent Mazzone,لورنت مازون,Sensual Orchid Parfums,لورين سنشوال اوركيد,4.06,3.3,3.1,2012,500,عطر لورين سنشوال اوركيد,Sensual Orchid Parfums
1793,Guerlain,غيرلان,Iris Torrefie and men,ايريس توريفييه,4.2,3.2,2.9,2020,17,عطر ايريس توريفييه,Iris Torrefie and men
1794,Guerlain,غيرلان,L’Homme Ideal Cool,لوم ايديال كول,4.15,3.3,2.9,2019,400,عطر لوم ايديال كول,L’Homme Ideal Cool
1795,Zegna,زينيا,Ermenegildo Intenso,انتنسيو الرجالي,4.2,3.2,2.9,2007,190,عطر انتنسيو الرجالي,Ermenegildo Intenso
1796,Azzaro,ازارو,Chrome Legend,ليجند كروم,3.9,3.5,3.2,2007,220,عطر ليجند كروم,Chrome Legend
1797,Bentley,بنتلي,Momentum Intense,مومنتم انتنس,3.75,3.6,3.4,2017,190,عطر مومنتم انتنس,Momentum Intense
1798,Carolina Herrera,كارولينا,212 Sexy,هيريرا سكسي النسائي,3.85,3.4,3.4,2006,270,عطر هيريرا سكسي النسائي,212 Sexy
1799,Dolce Gabbana,دولتشي غابانا,& Light Blue,لايت بلو النسائي,3.8,3.5,3.4,2017,330,عطر لايت بلو النسائي,& Light Blue
1800,Givenchy,جيفنشي,Very Irresistible,فيري اريسيستيبل,3.9,3.5,3.2,2003,330,عطر فيري اريسيستيبل,Very Irresistible
1801,Hugo Boss,هوغو بوس,Red,رد الرجالي,3.75,3.6,3.4,2001,150,عطر رد الرجالي,Red
1802,MEMO PARIS,ميمو باريس,Lalibela,لاليبلا,3.95,3.5,3.1,2007,575,عطر لاليبلا,Lalibela
1803,Mancera,مانسيرا,French Riviera,فرنش ريڤيرا,4.05,3.6,2.8,2022,350,عطر فرنش ريڤيرا,French Riviera
1804,Nicolai,نيكولاي,Ambre Cashmere Intense Parfumeur Createur,عنبر كشمير إنتنس,4,3.6,2.9,2015,490,عطر عنبر كشمير إنتنس,Ambre Cashmere Intense Parfumeur Createur
1805,Orto Parisi,اورتو باريسي,Fond d'Amour De Gabor,جابور فون دامور,4,3.6,2.9,2024,18,عطر جابور فون دامور,Fond d'Amour De Gabor
1806,Paco Rabanne,باكو رابان,Invictus,انفكتوس,3.8,3.5,3.4,2013,320,عطر انفكتوس,Invictus
1807,Provenzano,بروفينزانو,Christian Parfums flordi ise,كريستيان فلوردي آسي,3.8,3.4,3.5,2021,16,عطر كريستيان فلوردي آسي,Christian Parfums flordi ise
1808,Serge Lutens,سيرج لوتنس,L'orpheline,لورفيلين,3.85,3.6,3.2,2014,450,عطر لورفيلين,L'orpheline
1809,TOM FORD,توم فورد,Fleur de Chine,فلور شاين دى,4.05,3.2,3.2,2013,950,عطر فلور شاين دى,Fleur de Chine
1810,TOM FORD,توم فورد,Santal Blush,سانتال بلاش من بافريوم,4.1,3.4,2.9,2011,580,عطر سانتال بلاش من بافريوم,Santal Blush
1811,XERJOFF,زيرجوف,Blue Hope,بلو هوب,3.95,3.5,3.1,2014,370,عطر بلو هوب,Blue Hope
1812,Yves Saint Laur,ايف سان لوران,Laurent L'Homme L'intense,ال هوم انتنس,3.75,3.6,3.4,2013,380,عطر ال هوم انتنس,Laurent L'Homme L'intense
1813,Yves Saint Laur,ايف سان لوران,Laurent Manifesto Leclat,مانفيستو ليكلا,3.85,3.6,3.2,2014,230,عطر مانفيستو ليكلا,Laurent Manifesto Leclat
1814,Calvin Klein,كالفن كلاين,Pure Gold Euphoria Women,كالفين ايفوريا بيور قولد,3.55,3.8,3.6,2017,260,عطر كالفين ايفوريا بيور قولد,Pure Gold Euphoria Women
1815,Carolina Herra,كارولينا هيريرا,Herrera 212 VIP Men Club Edition,كلوب اديشن الرجالي,3.55,3.8,3.6,2015,350,عطر كلوب اديشن الرجالي,Herrera 212 VIP Men Club Edition
1816,Laurent Mazzone,لورنت مازون,Ultimate Seduction,لورين التميت سيدكشن,3.55,3.8,3.6,2014,800,عطر لورين التميت سيدكشن,Ultimate Seduction
1817,Abercrombie & Fitch,ابيركرومبي,Fierce &,أبركرومبي آند فيتش فيرس,4.24,3.1,2.9,2002,235,عطر أبركرومبي آند فيتش فيرس,Fierce &
1818,Azzaro,ازارو,Wanted,وانتيد,3.89,3.6,3.1,2016,250,عطر وانتيد,Wanted
1819,Bentley,بنتلي,Infinite Rush White Edition,انفينيت رش وايت ايديشن,3.84,3.4,3.4,2016,180,عطر انفينيت رش وايت ايديشن,Infinite Rush White Edition
1820,Boadicea,بوديسيا ذا فيكتوريوس,Energizer,إنرجايزر,4.14,3.4,2.8,2008,800,عطر إنرجايزر,Energizer
1821,Boucheron,بوشرون,Jaipur Bracelet,جايبور براسلي,4.04,3.4,3,2012,290,عطر جايبور براسلي,Jaipur Bracelet
1822,Carner Barcelona,كارنر برشلونة,EL BORN,لي بورن,4.09,3.4,2.9,2014,450,عطر لي بورن,EL BORN
1823,Chopard,شوبارد,Enchanted,انشانتيد,3.94,3.3,3.3,2012,250,عطر انشانتيد,Enchanted
1824,Dior,كريستيان ديور,Jadore in Joy,جادور ان جوي,3.79,3.5,3.4,2017,470,عطر جادور ان جوي,Jadore in Joy
1825,Dolce Gabbana,دولتشي غابانا,Light Blue Eau Intense By &,لايت بلو ايو انتنس الرجالي,4.14,3.4,2.8,2017,10,عطر لايت بلو ايو انتنس الرجالي,Light Blue Eau Intense By &
1826,Du Bois,دو بوا,Siberian Rose Fragrance,فراغرنس سيبيريان روز,3.99,3.5,3,2020,20,عطر فراغرنس سيبيريان روز,Siberian Rose Fragrance
1827,Ex Nihilo,اكس نيهيلو,The Hedonist Ex,ذا هيدونيست,4.09,3.4,2.9,2021,980,عطر ذا هيدونيست,The Hedonist Ex
1828,Givenchy,جيفنشي,Dahlia Divin,داليا ديفين,3.84,3.5,3.3,2014,330,عطر داليا ديفين,Dahlia Divin
1829,Gres,جريس,S,بيرفيومز كابوتين,3.69,3.7,3.4,1990,120,عطر بيرفيومز كابوتين,S
1830,Jimmy Choo,جيمي شوو,I Want Forever,تشو النسائي,4.09,3.4,2.9,2022,365,عطر تشو النسائي,I Want Forever
1831,Louis Vuitton,لويس فيتون,Jour se Leve Sample,لي جور سي ليف,4.24,3.2,2.8,2018,950,عطر لي جور سي ليف,Jour se Leve Sample
1832,MEMO PARIS,ميمو باريس,Oriental Leather,أورينتال ليذر,3.79,3.6,3.3,2019,16,عطر أورينتال ليذر,Oriental Leather
1833,Matiere Premier,ماتيري بريمير,Santal Austral Premiere,سانتال أوسترال,3.89,3.7,3,2019,900,عطر سانتال أوسترال,Santal Austral Premiere
1834,Min New York,مين نيويورك,First Time,فيرست تايم,4.04,3.7,2.7,2022,550,عطر فيرست تايم,First Time
1835,Min New York,مين نيويورك,Forever Now,فوريفر ناو,4.04,3.4,3,2015,740,عطر فوريفر ناو,Forever Now
1836,Orto Parisi,اورتو باريسي,EIGHT & BOB,ايت آند بوب,4.04,3.5,2.9,2012,750,عطر ايت آند بوب,EIGHT & BOB
1837,Serge Lutens,سيرج لوتنس,Vierge De Fer,لا فيرج فير,4.09,3.3,3,2013,600,عطر لا فيرج فير,Vierge De Fer
1838,Trussardi,تروساردي,My Name,ماي نيم,4.04,3.4,3,2013,280,عطر ماي نيم,My Name
1839,Boadicea,بوديسيا ذا فيكتوريوس,THE VICTORIOUS Heroine,هيروين,4.04,3.3,3.1,2019,20,عطر هيروين,THE VICTORIOUS Heroine
1840,Histoires De Parfums,هيستورا,Veni,فيني هيستوريس بارفيومز,4.04,3.3,3.1,2012,520,عطر فيني هيستوريس بارفيومز,Veni
1841,Lancome,لانكوم,Magnolia Rosae,ميسون ماجنوليا روزيه,4.09,3.2,3.1,2019,650,عطر ميسون ماجنوليا روزيه,Magnolia Rosae
1842,AMOUAGE,امواج,Material,ماتيريال,3.93,3.7,2.9,2021,1050,عطر ماتيريال,Material
1843,Acqua Di Parma,اكوا دي بارما,Di Sandalo,ساندالو,4.03,3.5,2.9,2019,750,عطر ساندالو,Di Sandalo
1844,CREED,كريد,Delphinus,دلفينوس,4.13,3.4,2.8,2024,1200,عطر دلفينوس,Delphinus
1845,Carolina Herra,كارولينا هيريرا,Herrera CH Pasion,بيشون النسائي,4.08,3.5,2.8,2023,430,عطر بيشون النسائي,Herrera CH Pasion
1846,Chanel,شانيل,Bleu,بلو,4.18,3.3,2.8,2010,15,عطر بلو,Bleu
1847,Chanel,شانيل,Bleu de Parfum,بلو الاصدار المركز,4.18,3.3,2.8,2010,15,عطر بلو الاصدار المركز,Bleu de Parfum
1848,Chanel,شانيل,Chance,شانس,3.93,3.4,3.2,2010,550,عطر شانس,Chance
1849,Francesca Bia,فرانشيسكا بيانكي,Encounters Bianchi,انكاونترز,3.93,3.7,2.9,2023,370,عطر انكاونترز,Encounters Bianchi
1850,Givenchy,جيفنشي,Insense Ultramarine,انسنس الترا مارين الازرق الرجالي,4.03,3.4,3,1994,230,عطر انسنس الترا مارين الازرق الرجالي,Insense Ultramarine
1851,Humbert Lucas,همبرت لوكاس,Phane 777,ستيفن بانثيا آيريس,4.08,3.4,2.9,2019,540,عطر ستيفن بانثيا آيريس,Phane 777
1852,Initio,انيشيو,High Frequency,هاي فريكونسي,3.88,3.5,3.2,2016,770,عطر هاي فريكونسي,High Frequency
1853,Issey Miyake,ايسي مياكي,L'Eau d' Pour Homme Intense,إيسي مايكي لو أيسي بور أوم إنتنس,4.13,3.4,2.8,2007,210,عطر إيسي مايكي لو أيسي بور أوم إنتنس,L'Eau d' Pour Homme Intense
1854,Jeroboam,جيروبوم,Insulo,جيروبام انسولو,4.03,3.6,2.8,2015,380,عطر جيروبام انسولو,Insulo
1855,Lorenzo,لورينزو بازاليا,Dark Florum Pazzaglia,دارك فلوروم لورنزو بازاجليا,3.73,3.5,3.5,2024,780,عطر دارك فلوروم لورنزو بازاجليا,Dark Florum Pazzaglia
1856,Maison Crivelli,مايزون كريفيلي,Iris Malikhan,ايرس ماليكان,4.03,3.6,2.8,2020,25,عطر ايرس ماليكان,Iris Malikhan
1857,Mizensir,ميزنسير,Legend Leather,ليجند ليذر,4.18,3.3,2.8,2024,700,عطر ليجند ليذر,Legend Leather
1858,Mizensir,ميزنسير,Musc Eternel,مسك اتيرنيل,4.08,3.5,2.8,2015,14,عطر مسك اتيرنيل,Musc Eternel
1859,Nilafar du Nil,نيلافار دو نيل,Jardins de la Bargamote,جاردن لابرغموت,4.28,3.2,2.7,2021,11,عطر جاردن لابرغموت,Jardins de la Bargamote
1860,Ormonde Jayne,اورموند جين,Xandria,ارموند,3.83,3.6,3.2,2020,650,عطر ارموند,Xandria
1861,Robert Piguet,روبرت بيغيه,Calypso,روبيرت بيجيه كاليبسو,4.13,3.2,3,2010,610,عطر روبيرت بيجيه كاليبسو,Calypso
1862,Roja Parfums,روجا بارفيومز,Pour Femme Dove,النسائي,4.23,3,3,,35,عطر النسائي,Pour Femme Dove
1863,Zegna,زينيا,Italian Bergamot Ermenegildo,ايتالين برغموت,4.28,3.1,2.8,2012,16,عطر ايتالين برغموت,Italian Bergamot Ermenegildo
1864,AMOUAGE,امواج,Remain,أمواج ريمين,3.88,3.6,3.1,2026,20,عطر أمواج ريمين,Remain
1865,Du Bois,دو بوا,New York 5th Avenue Fragrance,فراغرنس نيويورك افينيو,3.93,3.5,3.1,2020,1000,عطر فراغرنس نيويورك افينيو,New York 5th Avenue Fragrance
1866,Giorgio Armani,ارماني,Acqua Di Gio Profondo Parfum,جورجيو اكوا جيو بروفوندو,4.33,3.2,2.6,2020,440,عطر جورجيو اكوا جيو بروفوندو,Acqua Di Gio Profondo Parfum
1867,Giorgio Armani,ارماني,Acqua di Gio Profondo,جورجيو اكوا جيو بروفوندو,4.33,3.2,2.6,2020,10,عطر جورجيو اكوا جيو بروفوندو,Acqua di Gio Profondo
1868,Gres,جريس,Musc Ambre Gris Affinessence,افينسنس مسك عنبر,3.73,3.9,3.1,2017,800,عطر افينسنس مسك عنبر,Musc Ambre Gris Affinessence
1869,Hugo Boss,هوغو بوس,Bottled Unlimited,بوتلد انليميتد,4.08,3.2,3.1,2014,280,عطر بوتلد انليميتد,Bottled Unlimited
1870,Mont Blanc,مونت بلانك,Emblem Absolu,امبليم ابسولو,3.98,3.4,3.1,2017,220,عطر امبليم ابسولو,Emblem Absolu
1871,Nicolai,نيكولاي,Rose Oud,روز عود,3.88,3.6,3.1,2013,14,عطر روز عود,Rose Oud
1872,Santi Burgas,سانتي بورجاس,Lorose,لوروز,3.93,3.5,3.1,2013,480,عطر لوروز,Lorose
1873,Sunset Cafe,سن سيت كافيه,Avalon Peach,أفالون بيتش للأطفال,4.18,3.5,2.6,2023,50,عطر أفالون بيتش للأطفال,Avalon Peach
1874,Sunset Cafe,سن سيت كافيه,CHERRY BOMB,كافي شيري بومب للأطفال,4.18,3.5,2.6,2023,50,عطر كافي شيري بومب للأطفال,CHERRY BOMB
1875,Yves Saint Laur,ايف سان لوران,MYSLF Le Parfum LAURENT,ماي سيلف لي,4.33,3.2,2.6,2023,440,عطر ماي سيلف لي,MYSLF Le Parfum LAURENT
1876,Alexandre,الكسندر ماكويين,Black Muscs .J,جي ذا كوليكتور بلاك مسك,3.77,3.6,3.3,2012,11,عطر جي ذا كوليكتور بلاك مسك,Black Muscs .J
1877,FREDERIC MALLE,فريدريك مال,Iris Poudre,ايريس باودر,4.07,3.4,2.9,2000,325,عطر ايريس باودر,Iris Poudre
1878,Guerlain,غيرلان,Mon Bloom Of Rose,مون بلوم اوف روز,3.72,3.6,3.4,2020,360,عطر مون بلوم اوف روز,Mon Bloom Of Rose
1879,Guerlain,غيرلان,Vetiver,فيتيفر الاخضر,4.17,3.4,2.7,2000,10,عطر فيتيفر الاخضر,Vetiver
1880,Guerlain,غيرلان,Vetiver Parfum,فيتيفر,4.17,3.4,2.7,2000,415,عطر فيتيفر,Vetiver Parfum
1881,Juliette HAG,جولييت,Mad Madame Has A Gun,هاز اجن ماد مادام,3.72,3.7,3.3,2012,290,عطر هاز اجن ماد مادام,Mad Madame Has A Gun
1882,M Micallef,ميكاليف,DesirToxic M. and men,ديزاير توكسيك,4.12,3.4,2.8,2019,550,عطر ديزاير توكسيك,DesirToxic M. and men
1883,Nishane,نيشاني,Ambra Calabria,امبرا كالابريا,4.12,3.4,2.8,2015,480,عطر امبرا كالابريا,Ambra Calabria
1884,Ormonde Jayne,اورموند جين,Montabaco Flor,مونتباكو فلور من ارموند,4.07,3.4,2.9,2024,900,عطر مونتباكو فلور من ارموند,Montabaco Flor
1885,Pazzaglia,لورنزو بازاجليا,Dark Florum Lorenzo,دارك فلوروم,3.72,3.5,3.5,2024,16,عطر دارك فلوروم,Dark Florum Lorenzo
1886,AMOUAGE,امواج,Lilac Love,ليلك لوف للشعر,3.92,3.5,3.1,2016,300,عطر ليلك لوف للشعر,Lilac Love
1887,Acqua Di Parma,اكوا دي بارما,Note di Colonia I,نوت,4.22,3.1,2.9,2016,14,عطر نوت,Note di Colonia I
1888,Acqua Di Parma,اكوا دي بارما,Note di Colonia I di,نوت,4.22,3.1,2.9,2016,500,عطر نوت,Note di Colonia I di
1889,Atelier Flou,اتيلير فلو,Paradis,اتيليه باراديس,4.27,3,2.9,,15,عطر اتيليه باراديس,Paradis
1890,Chanel,شانيل,Allure Homme Sport Superleggera,الور سبورت سوبرليقرا,4.27,3.3,2.6,2024,220,عطر الور سبورت سوبرليقرا,Allure Homme Sport Superleggera
1891,Diesel,ديزل,Only The Brave Tattoo,أونلي ذا براف تاتو,4.02,3.4,3,2012,275,عطر أونلي ذا براف تاتو,Only The Brave Tattoo
1892,MEMO PARIS,ميمو باريس,Argentina,ارجنتينا,3.92,3.6,3,2021,730,عطر ارجنتينا,Argentina
1893,Mizensir,ميزنسير,Ambre Magique,عنبر ماجيك ادو,4.02,3.5,2.9,2022,560,عطر عنبر ماجيك ادو,Ambre Magique
1894,Yves Saint Laur,ايف سان لوران,Laurent Libre,ليبر,3.92,3.5,3.1,2019,430,عطر ليبر,Laurent Libre
1895,Yves Saint Laur,ايف سان لوران,Libre Le Parfum LAURENT,ليبر لو,3.92,3.5,3.1,2019,550,عطر ليبر لو,Libre Le Parfum LAURENT
1896,jar,رامون بيجار,Mar Enterna De Parfum Ramon Bejar,مار اتيرنا,4.22,3.3,2.7,2023,340,عطر مار اتيرنا,Mar Enterna De Parfum Ramon Bejar
1897,Chloe,كلوي,Love Story,لوف ستوري,3.91,3.4,3.2,2014,350,عطر لوف ستوري,Love Story
1898,El Ganso,الجنسو,Friday Edition El,فرايدي ايديشن,4.11,3.5,2.7,2019,9,عطر فرايدي ايديشن,Friday Edition El
1899,Houbigant,هوبيجان,Duc de Vervins,دوك فيرفينز هوبيجانت,3.91,3.4,3.2,1985,330,عطر دوك فيرفينز هوبيجانت,Duc de Vervins
1900,Lancome,لانكوم,Jasmins Marzipane,ميزون ياسمين مرزباني,4.11,3.2,3,2016,700,عطر ميزون ياسمين مرزباني,Jasmins Marzipane
1901,TOM FORD,توم فورد,White Patchouli,وايت باتشولي الابيض,3.81,3.6,3.2,2008,620,عطر وايت باتشولي الابيض,White Patchouli
1902,Alghabra,الغبرا,Scent of Paradise Parfums,سنت اوف برادايس,3.86,3.6,3.1,2018,530,عطر سنت اوف برادايس,Scent of Paradise Parfums
1903,BDK Parfums,بي دي كي,Tubereuse Imperiale,تيوب روز امبيريال اي,4.01,3.4,3,2016,680,عطر تيوب روز امبيريال اي,Tubereuse Imperiale
1904,Carner Barcelona,كارنر برشلونة,600,,4.06,3.4,2.9,2010,390,,600
1905,Dorsay,دورساي,Chevalier d'Orsay D’ORSAY,شيفالييه,4.11,3.3,2.9,1911,650,عطر شيفالييه,Chevalier d'Orsay D’ORSAY
1906,D’ORSAY,دورساي,Chevalier d'Orsay,شيفالييه,4.11,3.3,2.9,1911,15,عطر شيفالييه,Chevalier d'Orsay
1907,Hermes,هيرمس,Terre d' Eau Givree,تيري ايو جيفري,4.41,3.1,2.5,2022,10,عطر تيري ايو جيفري,Terre d' Eau Givree
1908,Min New York,مين نيويورك,Moon Dust,مون داست,3.96,3.5,3,2014,16,عطر مون داست,Moon Dust
1909,Roja Parfums,روجا بارفيومز,Apex Eau Intense Dov,دوف ابيكس إنتنس,4.06,3.4,2.9,2025,850,عطر دوف ابيكس إنتنس,Apex Eau Intense Dov
1910,The Woods,ذا وودز كوليكشن,Twilight Collection,كولكشن توايلايت,3.86,3.5,3.2,2017,10,عطر كولكشن توايلايت,Twilight Collection
1911,Valentino,فالنتينو,Donna,دونا النسائي,4.06,3.3,3,2015,11,عطر دونا النسائي,Donna
1912,Valentino,فالنتينو,Donna Hair,الشعر دونا من,4.06,3.3,3,2015,250,عطر الشعر دونا من,Donna Hair
1913,Acqua Di Parma,اكوا دي بارما,di Blu Mediterraneo - Ginepro di Sardegna di,أكوا جنيبرو سردينيا,4.2,3.2,2.8,2014,12,عطر أكوا جنيبرو سردينيا,di Blu Mediterraneo - Ginepro di Sardegna di
